"ENSG","GeneType","GeneSymbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000460","protein_coding","C1orf112",265.815414714075,-0.744043786600989,0.372988180390003,0.000426145881338116,0.00784041836368174
"ENSG00000004799","protein_coding","PDK4",26.9915593710036,0.779300294384369,0.689783602591899,0.000435511778007274,0.00795062199385372
"ENSG00000006638","protein_coding","TBXA2R",130.299436982607,0.739130868056502,0.229830034596519,8.35632882809664e-06,0.000524777450404469
"ENSG00000007968","protein_coding","E2F2",53.1259961137307,-0.692707392767171,0.550148952531782,0.00172490100322565,0.0205331517907148
"ENSG00000008394","protein_coding","MGST1",7829.60769001193,0.66002962903369,0.242613106389875,5.98426150321064e-05,0.00195604905976439
"ENSG00000008517","protein_coding","IL32",257.226572370293,0.656873650977007,0.513416752452161,0.00218994663102,0.0238580924412587
"ENSG00000010292","protein_coding","NCAPD2",2813.95737090013,-0.632966312386338,0.373038477395354,0.00127517670532625,0.0166940200816127
"ENSG00000010361","protein_coding","FUZ",164.941131209792,0.763959846073819,0.321934690154678,0.000142353508920878,0.00367724877706035
"ENSG00000010626","protein_coding","LRRC23",109.043735188181,0.830963041725162,0.315993501489322,6.0090800295914e-05,0.00195604905976439
"ENSG00000011132","protein_coding","APBA3",299.731302620463,0.876639237321322,0.182487609048004,1.17701502361653e-08,3.61548310515251e-06
"ENSG00000011426","protein_coding","ANLN",5932.95672498989,-1.25163358485351,0.525364922413852,4.19240516989258e-05,0.00153468095985964
"ENSG00000011638","protein_coding","TMEM159",727.388113136987,0.597782846603491,0.240370286459087,0.00016925251744071,0.00421600815915544
"ENSG00000012048","protein_coding","BRCA1",551.368495924897,-0.999375719029043,0.368413241670218,4.25483171160296e-05,0.00154950443517912
"ENSG00000013297","protein_coding","CLDN11",5891.6204144102,-1.10206214843996,0.176708810084461,2.37400115524603e-11,1.67723181618132e-08
"ENSG00000013588","protein_coding","GPRC5A",669.363193080319,-0.828095157845945,0.360070202408122,0.00015799725369322,0.00400808113947073
"ENSG00000013810","protein_coding","TACC3",2172.26530417535,-0.608270806936933,0.440010195766668,0.00260095433397236,0.0270032951793016
"ENSG00000023909","protein_coding","GCLM",1824.56802491236,1.11970854989175,0.250524168496174,1.55182308869245e-07,2.54673689186406e-05
"ENSG00000024526","protein_coding","DEPDC1",932.237807498816,-0.666862708338362,0.469939522024897,0.00185387195816223,0.0215197229542892
"ENSG00000025708","protein_coding","TYMP",29.0774167208982,0.892310640044757,0.412289051950573,0.00019864705806858,0.00462418934186003
"ENSG00000026950","protein_coding","BTN3A1",751.516821713247,0.647021679879625,0.228198559536318,4.23428794074625e-05,0.00154600745743526
"ENSG00000030419","protein_coding","IKZF2",136.742664410925,-1.09020678876645,0.184605538753403,1.50666042038442e-10,9.25613553914429e-08
"ENSG00000031003","protein_coding","FAM13B",654.758304909785,-1.08286657850651,0.237923084779271,1.00349048864724e-07,1.8905760806114e-05
"ENSG00000031691","protein_coding","CENPQ",270.182691959611,-0.596235327619429,0.260060692083514,0.000307194218420764,0.00629998745156606
"ENSG00000035499","protein_coding","DEPDC1B",205.057724591629,-0.960086452029469,0.481126415831561,0.000234340006553631,0.0051751499456647
"ENSG00000038427","protein_coding","VCAN",1446.76994025944,-0.885135741856289,0.380942467234906,0.000135521547478882,0.00352655518577643
"ENSG00000040275","protein_coding","SPDL1",921.274136276236,-1.13998308425301,0.29096748819777,1.20601083927478e-06,0.000125300979109946
"ENSG00000047410","protein_coding","TPR",4419.82316858749,-0.611012135261917,0.17952619165666,6.16808620227438e-06,0.000423082806010374
"ENSG00000049541","protein_coding","RFC2",473.09364012295,-0.779055502139096,0.388947621550474,0.000381217174121916,0.00736880803056452
"ENSG00000049769","protein_coding","PPP1R3F",224.271155319318,0.825119773659542,0.364572572676932,0.00017544387936452,0.00432639095186853
"ENSG00000050438","protein_coding","SLC4A8",248.191849226511,-0.985622109763499,0.272394155933642,2.59077691591603e-06,0.000220528179649961
"ENSG00000050730","protein_coding","TNIP3",17.6267509525121,0.851566779747299,0.65096821390223,0.000503091699743419,0.00879787836308726
"ENSG00000051180","protein_coding","RAD51",12.6084783550499,-0.671850313761792,0.537257874727514,0.00198371783740635,0.022364901678493
"ENSG00000051341","protein_coding","POLQ",450.573048436106,-1.1761284954534,0.415966303482745,2.49426904939821e-05,0.00104892921630943
"ENSG00000056558","protein_coding","TRAF1",170.086585462661,0.592156457574407,0.390393972905745,0.00222968852070277,0.0241236591099006
"ENSG00000058335","protein_coding","RASGRF1",56.7373766038528,-1.2920093104827,0.270950847043835,5.80995558702175e-08,1.22529361857638e-05
"ENSG00000058804","protein_coding","NDC1",937.084095490641,-0.74004092317195,0.32877877790003,0.00021368918825711,0.00486220326903858
"ENSG00000059145","protein_coding","UNKL",566.077892248508,0.786120957217776,0.163545804207076,7.3858328622278e-09,2.42701903123904e-06
"ENSG00000061337","protein_coding","LZTS1",13.375404686888,-0.707061051566261,0.556578879466787,0.00157060565546577,0.0193147588439785
"ENSG00000062282","protein_coding","DGAT2",67.1610378880364,0.802472763734274,0.388240098825855,0.000306961382961817,0.00629998745156606
"ENSG00000064545","protein_coding","TMEM161A",458.313772501954,0.838880691211887,0.155397233482764,4.20480418472005e-10,2.04875459069291e-07
"ENSG00000065328","protein_coding","MCM10",266.689340687713,-0.894626871557568,0.543405430843399,0.000486259782838957,0.00858856341439308
"ENSG00000065534","protein_coding","MYLK",1159.20580069647,-0.862948439192418,0.261614153932332,6.46753696133691e-06,0.000436432181189468
"ENSG00000066279","protein_coding","ASPM",1874.39709447735,-1.21115228763149,0.565298299613658,6.4812996828476e-05,0.00206262983150083
"ENSG00000067715","protein_coding","SYT1",911.712077506958,-0.884606263588029,0.489425064553069,0.000418330765378008,0.0077470690888483
"ENSG00000068489","protein_coding","PRR11",1309.40493800659,-0.754929217778302,0.536174952196344,0.00117894974174686,0.0157901041240598
"ENSG00000069011","protein_coding","PITX1",340.655698141163,0.873800600325946,0.174556082394576,4.24034056964792e-09,1.49790030622813e-06
"ENSG00000070950","protein_coding","RAD18",385.766235579633,-0.585946734363389,0.315955863980042,0.00106724963141409,0.0148281585957533
"ENSG00000071539","protein_coding","TRIP13",814.200670957169,-0.78548199638935,0.465098493833684,0.000737413554633704,0.01143759991984
"ENSG00000072501","protein_coding","SMC1A",4131.38346897505,-0.658699440475925,0.231795350343312,3.95845817701555e-05,0.0014726055751191
"ENSG00000072682","protein_coding","P4HA2",3543.75587043548,0.692741109336845,0.159980971521947,7.29288288646859e-08,1.4721205026543e-05
"ENSG00000073111","protein_coding","MCM2",956.219478526237,-1.11898046756371,0.356398210532723,1.25515324213719e-05,0.000671792246643881
"ENSG00000073150","protein_coding","PANX2",108.365165043582,1.42044931348461,0.434733118454846,4.78590818329627e-06,0.00034418780001132
"ENSG00000073464","protein_coding","CLCN4",503.436951638092,-0.66614911684416,0.226430351123427,2.7013335337972e-05,0.00110958845443472
"ENSG00000073756","protein_coding","PTGS2",69.8987559583809,0.615720627682565,0.349655437721833,0.00117773045935562,0.0157887394598623
"ENSG00000073910","protein_coding","FRY",147.352812462589,-1.44503489928244,0.311942904489343,8.21777206848069e-08,1.61273776843933e-05
"ENSG00000075218","protein_coding","GTSE1",922.361278112507,-1.10158717896877,0.441710616859757,6.02180708420034e-05,0.00195604905976439
"ENSG00000075223","protein_coding","SEMA3C",2310.44858304604,-1.01150508975488,0.129089394347226,2.38025920607169e-16,5.60551043029883e-13
"ENSG00000075539","protein_coding","FRYL",1819.34982812163,-0.594861947621474,0.244973610092219,0.000206023890267512,0.00472584021019471
"ENSG00000075702","protein_coding","WDR62",448.295607038084,-1.10997555525367,0.407838850465814,3.60610036296671e-05,0.00136973650883655
"ENSG00000076003","protein_coding","MCM6",1237.7920037412,-0.646984469627669,0.219193219294879,2.80526769695676e-05,0.00114231794115271
"ENSG00000076382","protein_coding","SPAG5",1267.74940176563,-0.812991086544852,0.474587544869133,0.000638069261199717,0.0102921445898995
"ENSG00000076770","protein_coding","MBNL3",60.9196016692717,-0.676132078892348,0.396704635335079,0.00106224882860625,0.014784137300239
"ENSG00000077092","protein_coding","RARB",19.143903114817,-0.765079644509811,0.682965675967773,0.000495220209732597,0.00869249883667279
"ENSG00000077152","protein_coding","UBE2T",677.927369363867,-0.602497297943514,0.324791289029999,0.000988880190525977,0.0141461320974179
"ENSG00000078487","protein_coding","ZCWPW1",83.4993836417633,0.58568056214228,0.307697933019876,0.000944263500736541,0.0136530044529296
"ENSG00000079263","protein_coding","SP140",52.4250340814836,-0.930743665374651,0.622699206364508,0.000380765263897698,0.00736880803056452
"ENSG00000079337","protein_coding","RAPGEF3",601.953475933843,-0.81896851330111,0.280872281549082,2.39483277920345e-05,0.00101618580090525
"ENSG00000079841","protein_coding","RIMS1",475.461291673097,-1.01974266094583,0.282628788215633,2.86253308070648e-06,0.00023963478771291
"ENSG00000081189","protein_coding","MEF2C",61.2470816102949,0.641055050779675,0.324557117626053,0.000619086682468818,0.0101178115252576
"ENSG00000082126","protein_coding","MPP4",939.923159788783,-0.822750880414235,0.414071097389196,0.000354507013320808,0.00699606717628914
"ENSG00000085788","protein_coding","DDHD2",983.159045515214,-0.69523004623962,0.116027433838255,7.1384713672753e-12,5.93332943644706e-09
"ENSG00000085831","protein_coding","TTC39A",28.6509311477933,0.596147549228903,0.44954662674339,0.00298224422414914,0.0297592591011493
"ENSG00000085840","protein_coding","ORC1",154.595416413637,-1.28344680270249,0.476549113294214,2.34096254220386e-05,0.00100235759761638
"ENSG00000085999","protein_coding","RAD54L",235.502760451824,-0.895216585945179,0.48730001821082,0.00038355306627089,0.00739373100464894
"ENSG00000086544","protein_coding","ITPKC",726.023925668161,0.708958530553046,0.233427777139929,1.7030295921867e-05,0.000815722309749089
"ENSG00000086619","protein_coding","ERO1B",99.1354663175721,0.610712684805755,0.327907384802091,0.000936759341713262,0.0135618949778774
"ENSG00000087086","protein_coding","FTL",91899.5204416703,1.18315460067736,0.319501620132407,2.46029097989331e-06,0.000213275530956395
"ENSG00000087842","protein_coding","PIR",807.764238271709,1.53918499826742,0.329918515826466,5.43911876164787e-08,1.16446588033461e-05
"ENSG00000088325","protein_coding","TPX2",3683.4768311784,-0.903007499480959,0.446156828932241,0.000264219459619798,0.00563960870759479
"ENSG00000088387","protein_coding","DOCK9",1230.8291458892,-0.654156177645533,0.239349510067352,5.85842579288274e-05,0.00193410178629517
"ENSG00000088538","protein_coding","DOCK3",71.9889994755743,-0.791335325603928,0.384734605750905,0.000323191016860797,0.00655192118829707
"ENSG00000088543","protein_coding","C3orf18",390.572997059399,0.730948567408692,0.20569883561963,2.21542247121198e-06,0.000197750037444729
"ENSG00000090889","protein_coding","KIF4A",1042.42684669247,-1.29673088862966,0.450315392226926,1.602608794617e-05,0.000783559248025542
"ENSG00000091137","protein_coding","SLC26A4",150.59837226686,-1.68080946593822,0.439363200399798,4.00219533811704e-07,5.21861033078419e-05
"ENSG00000091651","protein_coding","ORC6",480.202617444306,-0.619513202222992,0.403089710658874,0.00189422682247957,0.0217959486984009
"ENSG00000092068","protein_coding","SLC7A8",88.5216681493653,0.769300007615789,0.538875731027941,0.00107830000589008,0.0148790732451553
"ENSG00000092470","protein_coding","WDR76",357.427770066877,-0.923840014186483,0.456747573051112,0.000249681643582382,0.00538626202109779
"ENSG00000092853","protein_coding","CLSPN",733.49084168971,-0.831928376440031,0.494553957746658,0.000621532937291127,0.0101178115252576
"ENSG00000093009","protein_coding","CDC45",305.975653471762,-0.720269841087338,0.50481340427465,0.00140723467045979,0.0178654320697186
"ENSG00000094804","protein_coding","CDC6",851.561452938203,-1.13444382827956,0.421645570615738,3.68320077661374e-05,0.00138440110916232
"ENSG00000094916","protein_coding","CBX5",2809.85504469015,-0.647297176769153,0.186702331524585,3.91491074893445e-06,0.000293512846313325
"ENSG00000095002","protein_coding","MSH2",825.910676270832,-0.754096319586058,0.250412872215717,1.75853716388278e-05,0.000831041141326544
"ENSG00000097046","protein_coding","CDC7",226.281099081967,-0.628767268956059,0.404721364035551,0.00176086641991305,0.020751495006982
"ENSG00000099937","protein_coding","SERPIND1",164.303615086941,-1.22088398086755,0.469694433359528,3.45682001925349e-05,0.00133455920415442
"ENSG00000099953","protein_coding","MMP11",168.181815342744,0.804343197780426,0.481048307409624,0.000705145515554893,0.0111036561843576
"ENSG00000099999","protein_coding","RNF215",586.361906554241,0.581377425861797,0.141053712899124,3.76386950995997e-07,5.16631037090654e-05
"ENSG00000100206","protein_coding","DMC1",23.5577012015071,-0.731496504992164,0.541127000207621,0.00137058867120821,0.0175261700671239
