"GeneType"	"GeneSymbol"	"ENSG"	"log2FoldChange"	"pvalue"	"padj"	"minus_log10_padj"
protein_coding	SAMD11	"ENSG00000187634.11"	-0.817579866289671	0.201014331640409	0.647572860910296	0.188711
protein_coding	NOC2L	"ENSG00000188976.10"	-0.269972533754438	0.238481773445613	0.674422070848175	0.171068
protein_coding	KLHL17	"ENSG00000187961.13"	-0.0560808712133784	0.809700426691646	0.952884180987472	0.0209599
protein_coding	PLEKHN1	"ENSG00000187583.10"	-0.271831725940269	0.419290442443677	0.794147818940971	0.100099
protein_coding	HES4	"ENSG00000188290.10"	0.361815451131798	0.369212938889415	0.761082486832285	0.118568
protein_coding	ISG15	"ENSG00000187608.9"	0.2368553801316	0.367234057946181	0.760470463969415	0.118918
protein_coding	AGRN	"ENSG00000188157.14"	-0.337577472791406	0.0938270579741249	0.526978983178325	0.278207
protein_coding	C1orf159	"ENSG00000131591.17"	-0.404142723845629	0.00948297688405278	0.256228817292865	0.591372
protein_coding	SDF4	"ENSG00000078808.16"	0.227475790529304	0.0420561925904952	0.408966387784672	0.388312
protein_coding	B3GALT6	"ENSG00000176022.5"	0.0790884632781089	0.506365777163829	0.834297366464467	0.0786791
protein_coding	C1QTNF12	"ENSG00000184163.3"	-0.0490082196901164	0.920975311569411	0.982913139683277	0.00748486
protein_coding	UBE2J2	"ENSG00000160087.20"	-0.114479998551631	0.346838572549528	0.750008627160945	0.124934
protein_coding	SCNN1D	"ENSG00000162572.20"	0.404571294767851	0.390007484436111	0.774626794344855	0.110907
protein_coding	ACAP3	"ENSG00000131584.18"	-0.0485052768599076	0.732208051021427	0.925539759208077	0.0336049
protein_coding	PUSL1	"ENSG00000169972.11"	0.0624839551894142	0.750192779602122	0.933659154228036	0.0298116
protein_coding	INTS11	"ENSG00000127054.20"	-0.144226906139136	0.24401142043942	0.678514322756545	0.168441
protein_coding	CPTP	"ENSG00000224051.6"	-0.228809917304351	0.105066635862351	0.54296486876961	0.265228
protein_coding	DVL1	"ENSG00000107404.19"	-0.101725368762869	0.679989779645789	0.905257736529588	0.0432278
protein_coding	MXRA8	"ENSG00000162576.16"	0.221197443758535	0.352520284714565	0.75195583342234	0.123808
protein_coding	AURKAIP1	"ENSG00000175756.13"	0.103266084875898	0.601546763740275	0.878531640032406	0.0562426
protein_coding	CCNL2	"ENSG00000221978.11"	0.0125103004705107	0.931936328605399	0.985879494262032	0.00617617
protein_coding	MRPL20	"ENSG00000242485.5"	0.0940391241314825	0.640456983116123	0.891210242841396	0.0500198
protein_coding	VWA1	"ENSG00000179403.11"	0.149801583844024	0.701736937426312	0.913026546937987	0.0395166
protein_coding	ATAD3B	"ENSG00000160072.19"	-0.434323476535631	0.153187258493486	0.603278540318072	0.219482
protein_coding	ATAD3A	"ENSG00000197785.13"	-0.470541426792232	0.0675448534049215	0.476069971126134	0.322329
protein_coding	TMEM240	"ENSG00000205090.8"	0.337940722539007	0.466335670057178	0.816617775944972	0.0879812
protein_coding	SSU72	"ENSG00000160075.11"	0.0631721085325325	0.517024069181369	0.837519417688878	0.0770051
protein_coding	FNDC10	"ENSG00000228594.3"	0.164901184079325	0.429056378304907	0.798840633974404	0.0975399
protein_coding	MIB2	"ENSG00000197530.12"	0.261122153811011	0.120660003504017	0.56505565468051	0.247909
protein_coding	CDK11B	"ENSG00000248333.8"	-0.0271490635228486	0.799836272804002	0.949186581458196	0.0226484
protein_coding	SLC35E2B	"ENSG00000189339.11"	0.191940720001165	0.451742979285853	0.809128983366914	0.0919822
protein_coding	CDK11A	"ENSG00000008128.22"	0.122196517055785	0.626020375898293	0.886178511219368	0.0524788
protein_coding	SLC35E2A	"ENSG00000215790.7"	0.403576646103813	0.15663110401791	0.607531417249797	0.216431
protein_coding	NADK	"ENSG00000008130.15"	-0.0841781101389204	0.354842991064253	0.753048136615488	0.123177
protein_coding	GNB1	"ENSG00000078369.17"	-0.169198321711398	0.193599492014346	0.639306137178294	0.194291
protein_coding	FAAP20	"ENSG00000162585.16"	0.216978974442302	0.111810595032822	0.556105682201952	0.254843
protein_coding	SKI	"ENSG00000157933.9"	-0.169091977558067	0.328341490187773	0.738937204494838	0.131392
protein_coding	MORN1	"ENSG00000116151.13"	-0.141683719712729	0.552497340366481	0.856993148850398	0.0670226
protein_coding	RER1	"ENSG00000157916.19"	0.156153472505209	0.205169922086261	0.650787087710541	0.186561
protein_coding	PEX10	"ENSG00000157911.10"	-0.0320018755032078	0.76614581212267	0.939190016891649	0.0272465
protein_coding	PANK4	"ENSG00000157881.13"	0.00128709437149363	0.991530922162168	0.998375440182294	0.000706111
protein_coding	TNFRSF14	"ENSG00000157873.17"	0.163664532499748	0.511260134358513	0.836329992713216	0.0776223
protein_coding	PRXL2B	"ENSG00000157870.15"	-0.185396811114671	0.193608339436868	0.639306137178294	0.194291
protein_coding	ARHGEF16	"ENSG00000130762.14"	0.0743806564778603	0.899331987646884	0.976728945747377	0.0102259
protein_coding	MEGF6	"ENSG00000162591.15"	-0.253676901892087	0.268731150007436	0.695414330875727	0.157756
protein_coding	TPRG1L	"ENSG00000158109.14"	0.103692210272404	0.520906906533876	0.839148205856906	0.0761613
protein_coding	WRAP73	"ENSG00000116213.15"	0.258605513533768	0.107788351583173	0.546817136710417	0.262158
protein_coding	LRRC47	"ENSG00000130764.9"	-0.0500561014427691	0.656985654742279	0.897229884525805	0.0470963
protein_coding	CEP104	"ENSG00000116198.12"	-0.00885091745254855	0.935924028057363	0.986700585553663	0.00581461
protein_coding	DFFB	"ENSG00000169598.15"	-0.211455234131633	0.364260441731032	0.758545144515614	0.120019
protein_coding	C1orf174	"ENSG00000198912.10"	0.118888178520232	0.349504857203226	0.751763261395568	0.123919
protein_coding	NPHP4	"ENSG00000131697.17"	-0.188835964677193	0.334384972832442	0.742626453281105	0.12923
protein_coding	KCNAB2	"ENSG00000069424.14"	-0.144569386495772	0.37510573542865	0.763437983075678	0.117226
protein_coding	RPL22	"ENSG00000116251.10"	0.263594853557119	0.0918408694259946	0.525601706522002	0.279343
protein_coding	RNF207	"ENSG00000158286.12"	0.165434882728821	0.681488497461524	0.905651185697425	0.043039
protein_coding	ICMT	"ENSG00000116237.15"	-0.0324342593845253	0.695330549570404	0.910799513848631	0.0405772
protein_coding	GPR153	"ENSG00000158292.6"	0.343961145792921	0.194240772065298	0.639306137178294	0.194291
protein_coding	ACOT7	"ENSG00000097021.19"	-0.0452266318798303	0.878244998344958	0.971718102741007	0.0124597
protein_coding	TNFRSF25	"ENSG00000215788.10"	0.0131065732385122	0.958703685298672	0.990665925728695	0.00407277
protein_coding	PLEKHG5	"ENSG00000171680.21"	-0.477134890613111	0.0225857820216873	0.343332042302301	0.464286
protein_coding	NOL9	"ENSG00000162408.10"	-0.521047751552439	0.00133019243443994	0.105455552539322	0.976931
protein_coding	ZBTB48	"ENSG00000204859.12"	0.0813401875742169	0.63558367529848	0.890379858403853	0.0504247
protein_coding	KLHL21	"ENSG00000162413.16"	-0.00863724272180126	0.956655805549684	0.99034040124478	0.0042155
protein_coding	PHF13	"ENSG00000116273.5"	-0.0798358617012784	0.536444945883098	0.847598936117602	0.0718096
protein_coding	THAP3	"ENSG00000041988.15"	0.517017142249641	0.00133501800842121	0.105455552539322	0.976931
protein_coding	DNAJC11	"ENSG00000007923.15"	-0.349140033847537	0.0226646135532983	0.343332042302301	0.464286
protein_coding	CAMTA1	"ENSG00000171735.18"	0.264828845887571	0.0597153885468286	0.457823235513497	0.339302
protein_coding	VAMP3	"ENSG00000049245.12"	0.0679953922629586	0.684899990793986	0.906406427575955	0.042677
protein_coding	PER3	"ENSG00000049246.14"	-0.429213178981385	0.33356553601791	0.742171845973675	0.129496
protein_coding	PARK7	"ENSG00000116288.12"	0.191176712333774	0.234348607475037	0.671597888339326	0.172891
protein_coding	ERRFI1	"ENSG00000116285.12"	0.329435092271915	0.0362144479434722	0.394311585862232	0.40416
protein_coding	SLC45A1	"ENSG00000162426.14"	0.0194113262829319	0.957449425183604	0.990665925728695	0.00407277
protein_coding	RERE	"ENSG00000142599.17"	-0.274044399380634	0.143148234135596	0.594232549704285	0.226044
protein_coding	ENO1	"ENSG00000074800.15"	-0.0212514546600463	0.887805012828179	0.973997838291038	0.011442
protein_coding	SLC2A5	"ENSG00000142583.17"	0.946677240999752	0.138165207307341	0.590699421550366	0.228633
protein_coding	GPR157	"ENSG00000180758.11"	-0.419020135170131	0.07077797558239	0.483885743789315	0.315257
protein_coding	H6PD	"ENSG00000049239.12"	-0.176661602831673	0.361188934729672	0.756674838477754	0.121091
protein_coding	SPSB1	"ENSG00000171621.13"	-0.146378642146647	0.587580625739837	0.873416402620249	0.0587787
protein_coding	SLC25A33	"ENSG00000171612.6"	0.0921313220240707	0.638513432842538	0.890751635933634	0.0502434
protein_coding	TMEM201	"ENSG00000188807.12"	-0.451536579872821	0.0511638853915933	0.434164417790155	0.362346
protein_coding	PIK3CD	"ENSG00000171608.15"	-0.298985198821268	0.112302801980282	0.556221298883074	0.254752
protein_coding	CLSTN1	"ENSG00000171603.17"	-0.0938031504262458	0.534291523490804	0.846358337154768	0.0724457
protein_coding	CTNNBIP1	"ENSG00000178585.14"	-0.204402496253491	0.447793951858739	0.807795794070721	0.0926984
protein_coding	LZIC	"ENSG00000162441.11"	0.118157387714399	0.41156735076887	0.789251495591835	0.102785
protein_coding	NMNAT1	"ENSG00000173614.13"	0.11399401949142	0.479913204116119	0.823214367903234	0.0844871
protein_coding	UBE4B	"ENSG00000130939.18"	-0.022072093064626	0.879194265359399	0.972055203683552	0.0123091
protein_coding	KIF1B	"ENSG00000054523.17"	-0.309012837367857	0.0871749500434114	0.515528022839835	0.287748
protein_coding	PGD	"ENSG00000142657.20"	0.142028578941387	0.59181554350618	0.87530381007076	0.0578412
protein_coding	CENPS	"ENSG00000175279.21"	0.174865017991367	0.566447584848056	0.862987295558577	0.0639956
protein_coding	DFFA	"ENSG00000160049.11"	0.0301902740217469	0.814754926155442	0.954192509460923	0.020364
protein_coding	PEX14	"ENSG00000142655.12"	-0.120720954272888	0.43468956474095	0.80286156682241	0.0953593
protein_coding	CASZ1	"ENSG00000130940.14"	-0.6576723096386	0.189873544350664	0.636181153119529	0.196419
protein_coding	TARDBP	"ENSG00000120948.17"	0.100056974773085	0.492967602093043	0.827683957036986	0.0821355
protein_coding	SRM	"ENSG00000116649.9"	-0.110245435316434	0.617463497288634	0.884191537524781	0.0534536
protein_coding	EXOSC10	"ENSG00000171824.13"	-0.29173552986599	0.0907617943954929	0.523161371716635	0.281364
protein_coding	MTOR	"ENSG00000198793.12"	-0.305299182776942	0.0251303417584642	0.355859078934467	0.448722
protein_coding	UBIAD1	"ENSG00000120942.13"	-0.380307466410043	0.0356768270356697	0.393439454600766	0.405122
protein_coding	FBXO2	"ENSG00000116661.10"	1.00401760657333	0.323103353493364	0.735475793759262	0.133432
protein_coding	FBXO44	"ENSG00000132879.13"	0.262449595784312	0.207125674580489	0.652144155595091	0.185656
protein_coding	FBXO6	"ENSG00000116663.10"	0.324832397203998	0.281495421684777	0.705656842222821	0.151406
protein_coding	MAD2L2	"ENSG00000116670.14"	-0.0340907161602704	0.83023029079684	0.958488024206126	0.0184133
protein_coding	AGTRAP	"ENSG00000177674.15"	0.432919556088457	0.00510265265770002	0.201707042013403	0.695279
protein_coding	MTHFR	"ENSG00000177000.12"	0.258723744395507	0.389985618663307	0.774626794344855	0.110907
protein_coding	CLCN6	"ENSG00000011021.22"	0.145104609274039	0.5927258260658	0.87580998843545	0.0575901
protein_coding	KIAA2013	"ENSG00000116685.15"	0.0281370409900715	0.80585674781187	0.951453519436336	0.0216124
protein_coding	PLOD1	"ENSG00000083444.16"	0.0667337869442073	0.477527578659353	0.821968271524636	0.0851449
protein_coding	MFN2	"ENSG00000116688.16"	-0.238073782470111	0.134613527789967	0.585417478335657	0.232534
protein_coding	MIIP	"ENSG00000116691.10"	0.200542227082719	0.261103259859279	0.690885459405132	0.160594
protein_coding	TNFRSF1B	"ENSG00000028137.18"	-0.23569199531224	0.0993699771393301	0.533268625408225	0.273054
protein_coding	VPS13D	"ENSG00000048707.15"	-0.348090433968522	0.0812754588657463	0.50409896199996	0.297484
protein_coding	DHRS3	"ENSG00000162496.8"	0.158437603442907	0.77495697342327	0.941903836093221	0.0259934
protein_coding	PRDM2	"ENSG00000116731.22"	-0.223501036017157	0.131261155889778	0.582488475645438	0.234713
protein_coding	KAZN	"ENSG00000189337.16"	0.0800861558934624	0.662630296896678	0.899112031934317	0.0461862
protein_coding	TMEM51	"ENSG00000171729.13"	0.0297558810436852	0.894524435428071	0.974899287488192	0.0110402
protein_coding	FHAD1	"ENSG00000142621.19"	0.335037822325662	0.349277502491846	0.751534866953584	0.124051
protein_coding	EFHD2	"ENSG00000142634.12"	-0.2292152140842	0.371199911726903	0.761504492671539	0.118328
protein_coding	CASP9	"ENSG00000132906.17"	0.073131063869227	0.651755020078994	0.896003598556046	0.0476902
protein_coding	DNAJC16	"ENSG00000116138.12"	0.00668987229556847	0.960792396795821	0.990839429883102	0.00399672
protein_coding	AGMAT	"ENSG00000116771.5"	-0.159471969317232	0.640203226434118	0.891024210385337	0.0501105
protein_coding	DDI2	"ENSG00000197312.11"	-0.262578030599868	0.157284743542886	0.608142092616377	0.215995
protein_coding	PLEKHM2	"ENSG00000116786.12"	-0.0807386982343491	0.578437504786439	0.867853670692376	0.0615535
protein_coding	SLC25A34	"ENSG00000162461.7"	0.0669491743559243	0.919629882040317	0.982159706361895	0.00781789
protein_coding	FBLIM1	"ENSG00000162458.12"	-0.0883110795096947	0.60365943389487	0.879334034985645	0.0558461
protein_coding	UQCRHL	"ENSG00000233954.6"	0.421852487486819	0.151531304186084	0.602326832052738	0.220168
protein_coding	SPEN	"ENSG00000065526.10"	-0.286648526457785	0.241071527487919	0.67681089809616	0.169533
protein_coding	ZBTB17	"ENSG00000116809.11"	0.0870230602140806	0.493360784172175	0.827683957036986	0.0821355
protein_coding	HSPB7	"ENSG00000173641.17"	0.114261940370489	0.784129204174757	0.944159356674993	0.0249547
protein_coding	EPHA2	"ENSG00000142627.12"	-0.162683919533033	0.556195086931313	0.858240572388115	0.066391
protein_coding	ARHGEF19	"ENSG00000142632.16"	-0.250618790118019	0.370813896211222	0.761263085807889	0.118465
protein_coding	CPLANE2	"ENSG00000132881.11"	0.151795754731252	0.435338017210527	0.80286156682241	0.0953593
protein_coding	FBXO42	"ENSG00000037637.10"	-0.169857342568316	0.168972639338971	0.616486314931154	0.210077
protein_coding	SZRD1	"ENSG00000055070.16"	-0.154054760439481	0.00774869866165087	0.239013068597194	0.621578
protein_coding	NECAP2	"ENSG00000157191.19"	0.0987232668443896	0.544291691452708	0.851956068694163	0.0695828
protein_coding	NBPF1	"ENSG00000219481.10"	0.0305527729571707	0.908776406546841	0.979976930911323	0.00878415
protein_coding	CROCC	"ENSG00000058453.16"	0.0511810933682017	0.769868379041607	0.940634791896747	0.026579
protein_coding	MFAP2	"ENSG00000117122.13"	0.409606338558835	0.307347050296036	0.724552285892871	0.13993
protein_coding	ATP13A2	"ENSG00000159363.17"	-0.287468331793532	0.187563017615281	0.6333182301695	0.198378
protein_coding	SDHB	"ENSG00000117118.9"	0.110864554157575	0.475744903514523	0.820891606365983	0.0857142
protein_coding	PADI1	"ENSG00000142623.10"	0.262761656923372	0.585489967904126	0.872376292965027	0.0592961
protein_coding	RCC2	"ENSG00000179051.13"	-0.0532793693463989	0.816808958278054	0.955169454045681	0.0199196
protein_coding	ARHGEF10L	"ENSG00000074964.16"	-0.0256962112316322	0.855255490149177	0.963985692603232	0.0159294
protein_coding	ALDH4A1	"ENSG00000159423.16"	0.156312378601143	0.481573493871772	0.823914371958385	0.0841179
protein_coding	IFFO2	"ENSG00000169991.10"	-0.208710793146768	0.218699166684236	0.661167717778257	0.179688
protein_coding	UBR4	"ENSG00000127481.14"	-0.0812953462025701	0.76397750647046	0.938323878664923	0.0276472
protein_coding	EMC1	"ENSG00000127463.14"	-0.159694342598317	0.260189439302074	0.690841428969845	0.160622
protein_coding	MRTO4	"ENSG00000053372.4"	-0.358179547027842	0.21142419046549	0.65640718523379	0.182827
protein_coding	AKR7A2	"ENSG00000053371.12"	0.24226440058141	0.112114042897533	0.556221298883074	0.254752
protein_coding	PQLC2	"ENSG00000040487.12"	-0.221287457196081	0.203754605576597	0.649611354294569	0.187346
protein_coding	CAPZB	"ENSG00000077549.17"	0.11008138143875	0.269231009679912	0.695641780254597	0.157614
protein_coding	MINOS1	"ENSG00000173436.14"	0.353803007884761	0.0502695807388283	0.432149380446253	0.364366
protein_coding	NBL1	"ENSG00000158747.14"	0.328718867187859	0.0383280096840823	0.39868619145215	0.399369
protein_coding	TMCO4	"ENSG00000162542.13"	-0.249426055645902	0.104591995156413	0.542305914014046	0.265756
protein_coding	OTUD3	"ENSG00000169914.5"	-0.429543511751494	0.0201536183532386	0.331578184518073	0.479414
protein_coding	PLA2G5	"ENSG00000127472.10"	-0.16821397934586	0.684890428705594	0.906406427575955	0.042677
protein_coding	CAMK2N1	"ENSG00000162545.5"	0.0251017645410945	0.862597850600592	0.966087792241805	0.0149834
protein_coding	MUL1	"ENSG00000090432.6"	-0.185462152896134	0.161926151825991	0.612833067960719	0.212658
protein_coding	CDA	"ENSG00000158825.5"	0.179260781719852	0.650902498754644	0.895546672183563	0.0479118
protein_coding	PINK1	"ENSG00000158828.7"	0.151808125181693	0.513626201329886	0.837519417688878	0.0770051
protein_coding	DDOST	"ENSG00000244038.9"	0.123192620094698	0.172121356536343	0.619463056957015	0.207985
protein_coding	KIF17	"ENSG00000117245.12"	-0.322906404662	0.591751726534682	0.87530381007076	0.0578412
protein_coding	SH2D5	"ENSG00000189410.11"	-0.377493372182349	0.494582819382736	0.828435948501974	0.0817411
protein_coding	HP1BP3	"ENSG00000127483.17"	-0.150766270434989	0.215415273768408	0.659178596969575	0.180997
protein_coding	EIF4G3	"ENSG00000075151.20"	-0.129244738184556	0.331187519104707	0.740132107912258	0.130691
protein_coding	ECE1	"ENSG00000117298.15"	-0.0899664744524714	0.533074966779885	0.845524140034798	0.072874
protein_coding	NBPF3	"ENSG00000142794.18"	-0.192205910165956	0.360863966947297	0.756674838477754	0.121091
protein_coding	ALPL	"ENSG00000162551.13"	-0.111597370939019	0.616941716520315	0.884191537524781	0.0534536
protein_coding	USP48	"ENSG00000090686.15"	-0.0752223116792276	0.453778592247256	0.810159743207282	0.0914293
protein_coding	HSPG2	"ENSG00000142798.19"	-0.435773162608318	0.152280086745236	0.602968157577868	0.219706
protein_coding	CDC42	"ENSG00000070831.15"	-0.456211960727722	0.284447831362746	0.707584487433341	0.150222
protein_coding	ZBTB40	"ENSG00000184677.17"	0.0834042984834755	0.571378758640621	0.866009259000758	0.0624775
protein_coding	EPHB2	"ENSG00000133216.16"	-0.461440251563437	0.18561694471879	0.63197948332076	0.199297
protein_coding	KDM1A	"ENSG00000004487.16"	-0.164224064310739	0.0948580210355978	0.528185902710729	0.277213
protein_coding	LUZP1	"ENSG00000169641.13"	-0.244079683499556	0.0792960431564217	0.501191526269225	0.299996
protein_coding	HNRNPR	"ENSG00000125944.19"	-0.34695723188965	0.0158773727228825	0.312149998428382	0.505637
protein_coding	ZNF436	"ENSG00000125945.14"	0.153380282064835	0.493795580799908	0.827861537217797	0.0820423
protein_coding	TCEA3	"ENSG00000204219.10"	0.454170681646722	0.0118095422454249	0.275333249327863	0.560141
protein_coding	ASAP3	"ENSG00000088280.18"	0.221472853186081	0.451140971733256	0.809014269693949	0.0920438
protein_coding	E2F2	"ENSG00000007968.6"	-0.911620734449726	0.0901872901754432	0.521973768377329	0.282351
protein_coding	ID3	"ENSG00000117318.8"	-0.0162731692327527	0.98118726275341	0.995789457879362	0.00183248
protein_coding	RPL11	"ENSG00000142676.14"	0.302117485095703	0.0597489064738962	0.457823235513497	0.339302
protein_coding	ELOA	"ENSG00000011007.12"	-0.275885427567722	0.148859158455595	0.599863372786995	0.221948
protein_coding	PITHD1	"ENSG00000057757.9"	-0.113593435149366	0.628029452525811	0.886645587446404	0.0522499
protein_coding	LYPLA2	"ENSG00000011009.10"	-0.229510311424838	0.299737321023277	0.719781233608686	0.142799
protein_coding	GALE	"ENSG00000117308.14"	-0.324561054644316	0.0479523440932889	0.427325152496646	0.369242
protein_coding	HMGCL	"ENSG00000117305.14"	0.396578675687312	0.0258476764962897	0.355859078934467	0.448722
protein_coding	FUCA1	"ENSG00000179163.11"	0.371044619882907	0.241979269913398	0.678010680426597	0.168763
protein_coding	PNRC2	"ENSG00000189266.12"	0.31246855928937	0.0031642037501786	0.165408668659236	0.781442
protein_coding	SRSF10	"ENSG00000188529.14"	0.0133767148048147	0.86736844169701	0.967594221818263	0.0143067
protein_coding	MYOM3	"ENSG00000142661.18"	-1.15937219843451	0.112665061827072	0.556278989657867	0.254707
protein_coding	STPG1	"ENSG00000001460.17"	-0.244911969906962	0.328931180097225	0.738937204494838	0.131392
protein_coding	NIPAL3	"ENSG00000001461.16"	-0.140444091265352	0.701200800195739	0.912895898827143	0.0395787
protein_coding	RCAN3	"ENSG00000117602.11"	-0.287358214098245	0.0317748348623689	0.384132756251801	0.415519
protein_coding	SRRM1	"ENSG00000133226.16"	-0.256333698832547	0.0447104842130737	0.417166461668748	0.379691
protein_coding	CLIC4	"ENSG00000169504.14"	-0.0812641001036799	0.613013298596001	0.883284314052391	0.0538995
protein_coding	SYF2	"ENSG00000117614.9"	0.482007692749463	0.00171444381088948	0.120544808703389	0.918851
protein_coding	RSRP1	"ENSG00000117616.17"	1.10408803233312	3.66668151282619e-14	5.46555546301871e-10	9.26237
protein_coding	TMEM50A	"ENSG00000183726.10"	0.0652614912275829	0.683813742983204	0.906406427575955	0.042677
protein_coding	MACO1	"ENSG00000204178.10"	-0.288140697817953	0.0580849997264951	0.452595402991707	0.34429
protein_coding	LDLRAP1	"ENSG00000157978.11"	-0.0259742877901814	0.852537721879773	0.963453469582746	0.0161693
protein_coding	MAN1C1	"ENSG00000117643.14"	1.41523505376323	0.100847571679644	0.536316699848743	0.270579
protein_coding	SELENON	"ENSG00000162430.16"	-0.119812718880742	0.553042026986482	0.857016784931958	0.0670107
protein_coding	MTFR1L	"ENSG00000117640.17"	0.00871688320506854	0.926822791162324	0.985192455157083	0.00647892
protein_coding	AUNIP	"ENSG00000127423.10"	-0.850733162869051	0.0602245975501167	0.459891317152684	0.337345
protein_coding	PAQR7	"ENSG00000182749.5"	-0.0333500883248403	0.853985033136655	0.963781470521297	0.0160214
protein_coding	STMN1	"ENSG00000117632.22"	-0.055527358124158	0.861134811292302	0.965408806943671	0.0152887
protein_coding	PAFAH2	"ENSG00000158006.13"	0.178272678830576	0.256588431883316	0.687918631937197	0.162463
